Year,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,Status,Citation,StatusAltValue,EnactedDate,EffectiveDate
2011,TN,Tennessee,Obesity,Sugar Sweetened Beverages,Community,Privilege Tax,Dead,H537,3,,
2009,MN,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Improvements,Dead,H959,3,,
2010,AZ,Arizona,Obesity,Sugar Sweetened Beverages,Community,Transaction Privilege Tax and Soft Drinks,Dead,H2727,3,,
2010,CA,California,Nutrition,Medical Care,Community,San Francisco Oakland Bay Bridge: Capital Projects,Dead,S1061,3,,
2011,SC,South Carolina,Obesity,Sugar Sweetened Beverages,School/After School,School Sold Snacks,Dead,S498,3,,
2011,WA,Washington,Nutrition,Appropriations,Community,Sales and Use Tax on Meals,Dead,H2095,3,,
2011,IA,Iowa,Physical Activity,Built Environment and Street-Scale Design,Community,Automated Traffic Enforcement Systems,Dead,H549,3,,
2009,CT,Connecticut,Physical Activity,Physical Education Requirements,Community,Planning Phase of School Construction Projects,Dead,H6107,3,,
2005,MI,Michigan,Nutrition,Incentives,Community,Farm Commercialization Roundtable,Enacted,S1168,1,1/1/2005 0:00,
2010,AL,Alabama,Obesity,Appropriations,Community,Education,Vetoed,H105,2,,
2012,MS,Mississippi,Obesity,Body Mass Index (BMI),School/After School,An Act Concerning Body Mass Index Measuring,Dead,H521,3,1/1/2012 0:00,
2010,CO,Colorado,Nutrition,Appropriations,Community,Penalty Interest,Enacted,R10514,1,1/1/2010 0:00,
2009,MA,Massachusetts,Nutrition,Appropriations,Medical and/or Hospital,Maternity Patient Feeding Options,Dead,H4217,3,,
2011,MD,Maryland,Obesity,Appropriations,Community,Maryland Food and Nutrition Policy Council,Dead,H441,3,,
2009,OH,Ohio,Nutrition,Agriculture and Farming,Community,Livestock Care Standards Board,Dead,HJR2,3,,
2014,MA,Massachusetts,Nutrition,Appropriations,Community,Appropriations for Nutritional Assistance Programs,Enacted,HB4001,1,7/30/2014 0:00,7/30/2014 0:00
2011,MO,Missouri,Nutrition,Incentives,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,Dead,H52,3,,
2006,UT,Utah,Nutrition,Media Campaigns,Community,Division of Consumer Protection,Enacted,S147,1,1/1/2006 0:00,
2011,HI,Hawaii,Nutrition,Task Forces/Councils,Community,Aspartame,Dead,S827,3,,
2010,CT,Connecticut,Obesity,Appropriations,Community,Technical Revisions,Enacted,S201,1,1/1/2010 0:00,
2007,ME,Maine,Obesity,Marketing Restrictions,School/After School,Tobacco Use and Advertising on School Grounds,Enacted,S67,1,1/1/2007 0:00,
2010,VA,Virginia,Obesity,Appropriations,Community,Community Development Authorities,Dead,H343,3,,
2009,MD,Maryland,Physical Activity,Pedestrians/Walking,Community,School Construction,Dead,S15,3,,
2009,TX,Texas,Obesity,Disparities/Equity,School/After School,Curriculum Requirements,Enacted,R17113,1,1/1/2009 0:00,
2010,CA,California,Physical Activity,Physical Education Requirements,School/After School,Education: Physical Education,Dead,A2298,3,,
2011,NY,New York,Nutrition,Fruits and Vegetables,Community,Food Commodity in Package Form,Dead,S2608,3,,
2011,AR,Arkansas,Obesity,Appropriations,Community,Economic Development Commission,Enacted,S110,1,1/1/2011 0:00,
2011,NY,New York,Nutrition,Incentives,Community,Processing of Homemade Baked Goods,Dead,A5485,3,,
2009,WY,Wyoming,Obesity,Food Restrictions,School/After School,Healthy Food Initiative Act,Dead,H194,3,,
2013,NM,New Mexico,Physical Activity,Bicycling,Community,Concurrent Resolution,Enacted,HCR3023,1,3/26/2013 0:00,3/26/2013 0:00
2011,NY,New York,Nutrition,Access to Healthy Foods,School/After School,Sale of Certain Foods in Vending Machines,Dead,A6900,3,,
2009,MA,Massachusetts,Nutrition,Farmers Markets,Restaurant/Retail,Electronic Benefit Transfer Farmers Market Project,Dead,S393,3,,
2011,MO,Missouri,Nutrition,Farmers Markets,Community,Specified Farm Products Tax and Use Exemption,Dead,H789,3,,
2005,ME,Maine,Nutrition,Correctional Facilities Farms Programs,Community,An Act Making Unified Appropriations and Allocations<br>,Enacted,H343,1,1/1/2005 0:00,
2013,NY,New York,Nutrition,Access to Healthy Foods,School/After School,An Act to Amend the Agriculture and Markets Law,Introduced,SB2332,0,,
2011,CO,Colorado,Obesity,Appropriations,Community,Senate Bill Funding Restriction,Dead,H1075,3,,
2009,WA,Washington,Nutrition,Medical Care,Community,Project Improvements Including Public Transportation,Dead,S5548,3,,
2010,TN,Tennessee,Nutrition,Food Security,Restaurant/Retail,Hotels and Restaurants,Enacted,S1092,1,1/1/2010 0:00,
2013,RI,Rhode Island,Physical Activity,Bicycling,Community,Bike to Work Week,Enacted,HB6119,1,5/15/2013 0:00,5/15/2013 0:00
2009,IA,Iowa,Physical Activity,Pedestrians/Walking,Community,Horseback Riding Trails,Dead,H392,3,,
2011,HI,Hawaii,Physical Activity,Incentives,Community,Wellness,Dead,S979,3,,
2010,VT,Vermont,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Soft Drinks,Dead,H660,3,,
2011,CA,California,Nutrition,Food Assistance Programs,Community,Medi-Cal: Grants: Prevention of Chronic Diseases,Dead,S616,3,,
2005,CA,California,Nutrition,School Nutrition,School/After School,School Instructional Gardens: Pupil Nutrition,Enacted,A1535,1,1/1/2005 0:00,
2009,TN,Tennessee,Physical Activity,Appropriations,Community,Transportation Department,Dead,H1313,3,,
2011,NC,North Carolina,Nutrition,Access to Healthy Foods,Community,Rowan County Farmers Markets,Dead,H539,3,,
2009,IL,Illinois,Obesity,Appropriations,Early Care and Education,"Illinois Food, Farms, and Jobs Act",Dead,S15,3,,
2010,WA,Washington,Physical Activity,Public Transportation,Community,Economic Crisis Revenue Bill,Dead,H3183,3,,
2011,TX,Texas,Nutrition,Media Campaigns,School/After School,Sweetened Beverages Tax,Dead,H2209,3,,
2009,DC,District of Columbia,Nutrition,Appropriations,Community,Kingman Parkrosedale Community Garden,Dead,B197,3,,
2012,IL,Illinois,Physical Activity,Public Safety,School/After School,Resolution,Enacted,HR783,1,1/1/2012 0:00,
2009,MA,Massachusetts,Physical Activity,Physical Activity Requirements,Community,School Nutrition,Dead,H2092,3,,
2011,MS,Mississippi,Obesity,Task Forces/Councils,School/After School,Council on Combating Obesity,Dead,H924,3,,
2012,HI,Hawaii,Physical Activity,Bicycling,School/After School,An Act Relating to Safe Routes to School<br>,Dead,H2626,3,1/1/2012 0:00,
2009,MI,Michigan,Physical Activity,Physical Education Requirements,School/After School,Physical Education,Dead,H4923,3,,
2010,VA,Virginia,Obesity,Body Mass Index (BMI),Community,Revenues of the Commonwealth,Dead,S164,3,,
2007,NY,New York,Nutrition,Food Assistance Programs,Community,"Education, Labor, and Family Assistance Budget",Enacted,S2103,1,1/1/2007 0:00,
2011,OR,Oregon,Obesity,Front of Package Labeling,Community,Establishment of Nutritional Requirement for Food Items,Dead,H3224,3,,
2010,CA,California,Physical Activity,Appropriations,Community,Budget Act of 2010,Enacted,S870,1,1/1/2010 0:00,
2011,MN,Minnesota,Physical Activity,Public Safety,Community,Public Finance,Dead,S841,3,,
2010,IL,Illinois,Nutrition,Fruits and Vegetables,Community,Food for Families,Dead,H5173,3,,
2011,MI,Michigan,Obesity,Portion Size,Restaurant/Retail,Restaurant Food,Dead,H4707,3,,
2011,NC,North Carolina,Nutrition,Media Campaigns,Early Care and Education,Childhood Obesity Legislative Task Force,Dead,S242,3,,
2011,NY,New York,Obesity,Access to Drinking Water,School/After School,New York State Governors Council on Physical Fitness,Dead,S2856,3,,
2001,WA,Washington,Nutrition,Agriculture and Farming,Community,An Act Relating to marketing of agricultural products<br>,Enacted,H1984,1,1/1/2001 0:00,
2009,MN,Minnesota,Nutrition,Appropriations,Community,Appropriations,Enacted,H1122,1,1/1/2009 0:00,
2015,NY,New York,Nutrition,Access to Healthy Foods,School/After School,Sweetened Beverage Tax Law,Introduced,AB5945,0,,
2009,DC,District of Columbia,Nutrition,Appropriations,Community,Supermarket Tax Relief,Enacted,R529,1,1/1/2009 0:00,
2011,MI,Michigan,Obesity,Food Restrictions,Community,Downtown Development Authorities,Dead,H4084,3,,
2011,TX,Texas,Obesity,Appropriations,School/After School,Public School Student Physical Activity Requirements,Dead,H3682,3,,
2009,HI,Hawaii,Obesity,Body Mass Index (BMI),Community,County Infrastructure Development Revolving Loan,Dead,H836,3,,
2011,TX,Texas,Obesity,Access to Drinking Water,School/After School,Public School Beverages,Dead,H127,3,,
2011,NV,Nevada,Nutrition,Appropriations,School/After School,Elimination of Trans Fats in Public Schools,Dead,BDR666,3,,
2003,ME,Maine,Obesity,Sugar Sweetened Beverages,School/After School,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,Enacted,H363,1,1/1/2003 0:00,
2010,WA,Washington,Physical Activity,Public Transportation,Community,Revenue Generated From Tolling,Enacted,S6392,1,1/1/2010 0:00,
2012,KY,Kentucky,Nutrition,Food Assistance Programs,Community,An Act Relating to an Income Tax Check off for Local Food Banks<br>,Dead,S174,3,1/1/2012 0:00,
2011,RI,Rhode Island,Physical Activity,Disparities/Equity,Community,Planning and Land Use,Enacted,S21,1,1/1/2011 0:00,
2011,HI,Hawaii,Obesity,Appropriations,School/After School,State and Counties to Allow Properties Structures and B,Dead,SR85,3,,
2004,KY,Kentucky,Physical Activity,Task Forces/Councils,Community,Legislative Research Commission,Enacted,HCR8,1,1/1/2004 0:00,
2009,MD,Maryland,Physical Activity,Built Environment and Street-Scale Design,Community,Speed Monitoring Systems,Enacted,S277,1,1/1/2009 0:00,
2011,MA,Massachusetts,Nutrition,Medical Care,Community,Land Use,Dead,S1008,3,,
2009,FL,Florida,Physical Activity,Physical Activity Requirements,Work Place,Healthy and Fit Florida Act,Dead,H1471,3,,
2009,MN,Minnesota,Physical Activity,Public Transportation,Community,Transportation,Enacted,S1060,1,1/1/2009 0:00,
2011,CT,Connecticut,Obesity,Food Restrictions,School/After School,Sale of Candy in Public School Vending Machines,Dead,S165,3,,
2009,WA,Washington,Obesity,Health Insurance Coverage,Medical and/or Hospital,Health Benefit Plans,Dead,S6052,3,,
2011,TX,Texas,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Sweetened Beverages Tax,Dead,H2213,3,,
2011,WA,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Rural Conservation Development Demonstration Projects,Dead,H1622,3,,
2007,HI,Hawaii,Nutrition,Initiatives and Programs,School/After School,Senate  Concurrent Resolution<br>,Enacted,SCR84,1,1/1/2007 0:00,
2009,NY,New York,Nutrition,Fruits and Vegetables,School/After School,Availability of Healthy Food on School Property,Dead,S1446,3,,
2003,AR,Arkansas,Nutrition,Task Forces/Councils,School/After School,Child Health Advisory Committee,Enacted,HB1583,1,1/1/2003 0:00,
2011,TX,Texas,Obesity,Appropriations,Community,Specific Management District Creation and Tax,Dead,H425,3,,
2011,NY,New York,Nutrition,Farmers Markets,Community,Food Retail Establishment Subsidization for Healthy Communities Act<br>,Dead,S3724,3,,
2017,AR,Arkansas,Nutrition,Agriculture and Farming,Early Care and Education,"LOCAL FOOD, FARMS, AND JOBS ACT <br>",Enacted,HB1839,1,3/24/2017 0:00,3/24/2017 0:00
2013,TX,Texas,Obesity,Food Restrictions,Community,An Act Relating to Allowable Food Purchases Under the Supplemental Nutrition Assistance Program,Introduced,HB1101,0,,
2010,NM,New Mexico,Nutrition,Appropriations,Community,Sweetened Beverage Excise Tax Act,Dead,S243,3,,
2010,SC,South Carolina,Nutrition,Farmers Markets,Community,Richland County,Enacted,S1190,1,1/1/2010 0:00,
2009,LA,Louisiana,Nutrition,Healthier Food Retail and Food Deserts,Community,Residential Licensing,Enacted,R11863,1,1/1/2009 0:00,
2007,CA,California,Nutrition,Initiatives and Programs,Community,Senate Concurrent  Resolution<br>,Enacted,SCR39,1,1/1/2007 0:00,
2015,VA,Virginia,Physical Activity,Physical Activity Requirements,School/After School,An Act Relating to Physical Activity in Schools,Introduced,SB823,0,,
2013,NY,New York,Nutrition,Breastfeeding,School/After School,Omnibus Obesity and Respiratory Illness Reduction Act,Introduced,AB5322,0,,
2009,MN,Minnesota,Physical Activity,Pedestrians/Walking,Community,Local Government,Dead,H2298,3,,
2011,OH,Ohio,Nutrition,Medical Care,Community,Bicycle Helmet Law,Dead,S77,3,,
2009,MA,Massachusetts,Obesity,Appropriations,Community,Office of Business Development,Dead,S2380,3,,
2009,TN,Tennessee,Obesity,Appropriations,School/After School,Education Curriculum,Dead,S1774,3,,
2001,NY,New York,Nutrition,Medical Care,Community,Pedestrian Accident Reporting,Enacted,S2221,1,1/1/2001 0:00,
2009,WA,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Supplemental Transportation Appropriations,Dead,H1313,3,,
2010,MD,Maryland,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health Insurance Copayments,Dead,H41,3,,
2014,WA,Washington,Nutrition,Access to Healthy Foods,School/After School,The Apple a Day Act,Introduced,HB2410,0,,
2007,NC,North Carolina,Obesity,TV/Screen Viewing,School/After School,Appropriations Act of 2007,Enacted,H2437,1,1/1/2007 0:00,
2010,IL,Illinois,Obesity,Health Insurance Coverage,School/After School,School Code,Enacted,H684,1,1/1/2010 0:00,
2010,MA,Massachusetts,Obesity,Health Insurance Coverage,Medical and/or Hospital,Fiscal Year 2011 Budget,Enacted,H4800,1,1/1/2010 0:00,
2009,AL,Alabama,Nutrition,Appropriations,School/After School,Public Education,Enacted,S570,1,1/1/2009 0:00,
2006,NV,Nevada,Obesity,Access to Drinking Water,Early Care and Education,Services and Facilities for Care of Children,Enacted,R4131,1,1/1/2006 0:00,
2010,FL,Florida,Nutrition,School Nutrition,School/After School,School Wellness and Physical Education Policies,Dead,S1294,3,,
2011,TX,Texas,Obesity,Appropriations,Community,Regulation of Food Sold at Farmers Markets.,Dead,H3387,3,,
2003,AK,Alaska,Physical Activity,Public Safety,Community,Rollerbladers,Enacted,SB327,1,1/1/2003 0:00,
2012,FL,Florida,Physical Activity,Access to Recreational Opportunities,Community,An Act Relating to the Joint Use of Public School Facilities,Dead,S808,3,1/1/2012 0:00,
2001,RI,Rhode Island,Nutrition,Point of Purchase Promotion,Community,Motor Vehicles,Enacted,S2585,1,1/1/2001 0:00,
2009,PA,Pennsylvania,Nutrition,Vending,School/After School,Education Code,Dead,H1572,3,,
2011,FL,Florida,Physical Activity,Public Safety,Community,Neighborhood Improvement Districts,Dead,H781,3,,
2009,GA,Georgia,Obesity,Appropriations,Community,Motor Vehicles And Traffic,Dead,H1381,3,,
2011,FL,Florida,Nutrition,Medical Care,School/After School,Growth Management,Dead,H1427,3,,
2011,IL,Illinois,Obesity,Disparities/Equity,Restaurant/Retail,Public Aid Code,Dead,H3421,3,,
2009,MA,Massachusetts,Nutrition,School Nutrition,School/After School,Trans Fat in School Served Products,Dead,HD1250,3,,
2009,PA,Pennsylvania,Nutrition,Appropriations,Community,Food Safety,Dead,H174,3,,
2009,WV,West Virginia,Physical Activity,Pedestrians/Walking,Community,Governor's Office of Health Enhancement,Dead,S412,3,,
2009,MN,Minnesota,Obesity,Appropriations,Community,Human Services,Dead,H646,3,,
2007,RI,Rhode Island,Nutrition,Farm Direct Foods,School/After School,High School Snacks and Beverages,Enacted,H5050,1,1/1/2007 0:00,
2009,UT,Utah,Nutrition,Fruits and Vegetables,Early Care and Education,Out of School Time Child Care Programs,Enacted,R32716,1,1/1/2009 0:00,
2014,MO,Missouri,Nutrition,Farmers Markets,Community,Senior Farmers’ Market Nutrition Program,Introduced,HB1520,0,,
2011,MS,Mississippi,Nutrition,Food Assistance Programs,Medical and/or Hospital,Medicaid Amendments,Dead,H58,3,,
2011,MA,Massachusetts,Nutrition,Access to Healthy Foods,Community,Distribution of Raw Milk,Dead,H1995,3,,
2009,MN,Minnesota,Obesity,Body Mass Index (BMI),Community,Capital Improvements,Dead,S102,3,,
2009,GA,Georgia,Physical Activity,Disabilities,Community,Handicapped Persons,Dead,H420,3,,
2009,TN,Tennessee,Nutrition,Agriculture and Farming,Community,Food and Food Products,Dead,H2056,3,,
2011,PA,Pennsylvania,Nutrition,Trans Fats,Work Place,Healthy Living Committee Discount,Dead,S261,3,,
2011,NY,New York,Nutrition,Trans Fats,Restaurant/Retail,Department of Health,Dead,A217,3,,
2008,LA,Louisiana,Obesity,Appropriations,Community,Neighborhood Enhancement Program,Enacted,S732,1,1/1/2008 0:00,
2009,TN,Tennessee,Obesity,Appropriations,School/After School,Education,Dead,H1441,3,,
2012,NY,New York,Physical Activity,Incentives,Community,Relates to Obesity Prevention<br>,Dead,S6423,3,1/1/2012 0:00,
2009,WA,Washington,Obesity,Appropriations,Community,Growth Management Act,Dead,H1715,3,,
2011,HI,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,Hawaii Agricultural Products,Enacted,HCR298,1,1/1/2011 0:00,
2009,MA,Massachusetts,Nutrition,Sodium,Community,Environmental Justice,Dead,S388,3,,
2012,MS,Mississippi,Nutrition,Access to Healthy Foods,Community,An Act to Create the Healthy Food Retail Act<br>,Dead,S2706,3,1/1/2012 0:00,
2010,CA,California,Nutrition,Fruits and Vegetables,Restaurant/Retail,"Agriculture: Fruits, Nuts, Vegetables: State Grown Act",Dead,A1960,3,,
2009,MA,Massachusetts,Nutrition,Farmers Markets,Community,Governor Fiscal Year 2010 Budget,Dead,S2060,3,,
2010,MO,Missouri,Physical Activity,Bicycling,Community,Complete Streets Policies,Dead,HCR67,3,,
2012,IL,Illinois,Physical Activity,Appropriations,Community,An Act Making Appropriations,Enacted,S2409,1,6/30/2012 0:00,
2010,HI,Hawaii,Obesity,Appropriations,Community,Pedestrian Flag Safety Program,Dead,HR95,3,,
2010,NC,North Carolina,Obesity,Sugar Sweetened Beverages,Early Care and Education,Childcare Nutrition,Enacted,H1726,1,1/1/2010 0:00,
2010,NY,New York,Obesity,Appropriations,Community,New York State Infrastructure Development Bank,Dead,S8481,3,,
2001,WA,Washington,Nutrition,Liability and Indemnity,Community,Bicycle And Pedestrian Safety,Enacted,SB6248,1,1/1/2001 0:00,
2011,NY,New York,Physical Activity,School Siting,School/After School,Residential Commercial Real Property Tax Exemption,Dead,S5186,3,,
2009,CO,Colorado,Obesity,Sugar Sweetened Beverages,School/After School,Beverage Policy,Enacted,R10099,1,1/1/2009 0:00,
2010,TX,Texas,Obesity,Disparities/Equity,Early Care and Education,Basic Care Requirements For Pre-kindergarten,Enacted,R18460,1,1/1/2010 0:00,
2011,OR,Oregon,Physical Activity,Built Environment and Street-Scale Design,Community,Traffic Control Devices,Enacted,S130,1,1/1/2011 0:00,
2009,CO,Colorado,Nutrition,Fruits and Vegetables,Community,Reauthorize Child Nutrition Act,Enacted,SJM2,1,1/1/2009 0:00,
2011,ME,Maine,Nutrition,Agriculture and Farming,Restaurant/Retail,Raw Milk Sales,Dead,H292,3,,
2011,HI,Hawaii,Obesity,Appropriations,School/After School,Taxation,Dead,H1216,3,,
2009,MO,Missouri,Nutrition,Appropriations,School/After School,Agriculture and Local Foods,Dead,H1080,3,,
2009,OH,Ohio,Nutrition,Sodium,School/After School,Food and Beverages Nutritional Standards,Dead,H60,3,,
2010,TN,Tennessee,Nutrition,Agriculture and Farming,Community,Public Funds and Financing,Dead,S2976,3,,
2011,NJ,New Jersey,Nutrition,Food Assistance Programs,Community,An Act Concerning Funding of the New Jersey Food Access Initiative <br>,Dead,S3089,3,1/1/2011 0:00,
2014,WA,Washington,Obesity,Access to Drinking Water,School/After School,Tap Water Requirement,Introduced,HB2686,0,,
2009,OR,Oregon,Nutrition,Fruits and Vegetables,Community,Oregon Food Policy Council,Dead,H2995,3,,
2011,CA,California,Obesity,Appropriations,Community,Budget Act of 2011,Dead,A92,3,,
2011,HI,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Senior Citizens,Dead,H180,3,,
2010,CT,Connecticut,Obesity,Incentives,Community,Vending Machine Sales,Dead,S177,3,,
2011,MD,Maryland,Nutrition,Access to Healthy Foods,Community,Proposed Appropriations,Enacted,H70,1,1/1/2011 0:00,
2012,DC,District of Columbia,Nutrition,Initiatives and Programs,Community,Early Warning and Support System Act of 2012<br>,Dead,B648,3,1/1/2012 0:00,
2009,NC,North Carolina,Physical Activity,School Siting,School/After School,Active Living Communities Commission,Dead,H1121,3,,
2011,HI,Hawaii,Obesity,Liability and Indemnity,Restaurant/Retail,Taxation,Dead,H1216,3,,
2010,CA,California,Physical Activity,Physical Activity Requirements,School/After School,Education: Physical Education,Dead,A2298,3,,
2011,HI,Hawaii,Physical Activity,"Parks, Recreation and Trails",Community,Planning,Dead,H1403,3,,
2010,MS,Mississippi,Obesity,Marketing Restrictions,Community,Outdoor Advertising,Dead,H133,3,,
2009,MS,Mississippi,Nutrition,Appropriations,School/After School,School Nutrition,Dead,H1262,3,,
2012,NY,New York,Nutrition,Fruits and Vegetables,Restaurant/Retail,In Relation to Setting Nutrition Standards for Restaurants<br>,Dead,A7662,3,1/1/2012 0:00,
2012,WI,Wisconsin,Nutrition,Farm Direct Foods,School/After School,Relating to Pilot Farm-to-School Programs<br>,Dead,S567,3,1/1/2012 0:00,
2009,IL,Illinois,Nutrition,Appropriations,Community,Department on Aging Appropriations,Dead,S2388,3,,
2010,IL,Illinois,Obesity,Appropriations,Community,Department Of Commerce And Economic Opportunity,Dead,H6797,3,,
2010,VA,Virginia,Nutrition,Appropriations,School/After School,Competitive Foods,Dead,S210,3,,
2009,NY,New York,Nutrition,Appropriations,Community,Commissioner of Education,Dead,S6196,3,,
2010,MD,Maryland,Obesity,Food Restrictions,Community,Department of Agriculture,Enacted,H421,1,1/1/2010 0:00,
2010,TX,Texas,Nutrition,Healthier Food Retail and Food Deserts,Early Care and Education,Nutrition And Food Service,Enacted,R18467,1,1/1/2010 0:00,
2011,MT,Montana,Obesity,Body Mass Index (BMI),Medical and/or Hospital,Healthy Choices by Medicaid Recipients,Dead,D2115,3,,
2012,NY,New York,Obesity,Body Mass Index (BMI),Early Care and Education,Relates to Obesity Prevention<br>,Dead,S6423,3,1/1/2012 0:00,
2011,IL,Illinois,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Public Aid Code,Dead,H1480,3,,
2009,HI,Hawaii,Obesity,Menu Labeling,Community,Housing and Infrastructure Development,Dead,H360,3,,
2011,HI,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,School Meals,Dead,HCR223,3,,
2005,CA,California,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Pupil Nutrition: Beverages,Enacted,S965,1,1/1/2005 0:00,
2013,RI,Rhode Island,Nutrition,Access to Healthy Foods,Community,Rite Care Program,Enacted,5111,1,1/1/2013 0:00,1/1/2013 0:00
2011,NY,New York,Nutrition,Appropriations,School/After School,New York Calcium Purchasing Preference Initiative,Dead,A1666,3,,
2011,NY,New York,Obesity,Appropriations,Work Place,Governors Council on Physical Fitness,Dead,A7323,3,,
2010,MI,Michigan,Physical Activity,Incentives,Community,Public Transit,Dead,S1233,3,,
2010,MD,Maryland,Obesity,Appropriations,Community,Consolidated Transportation Program,Enacted,H1155,1,1/1/2010 0:00,
2011,OK,Oklahoma,Obesity,Appropriations,School/After School,Schools,Dead,H1270,3,,
2010,NY,New York,Obesity,Menu Labeling,Community,State Smart Growth Public Infrastructure Policy Act,Enacted,A8011,1,1/1/2010 0:00,
2002,VA,Virginia,Physical Activity,Built Environment and Street-Scale Design,Community,Failure to Yield to Pedestrians,Enacted,HB1027,1,1/1/2002 0:00,
2009,NY,New York,Obesity,Sugar Sweetened Beverages,Community,Additional Taxes,Dead,A2455,3,,
2011,NY,New York,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health Insurers,Dead,A8228,3,,
2009,IL,Illinois,Nutrition,Food Assistance Programs,Community,Illinois Income Tax Act,Dead,H414,3,,
2011,PA,Pennsylvania,Nutrition,Liability and Indemnity,School/After School,Payment of Bills From the General Fund,Enacted,H1485,1,1/1/2011 0:00,
2009,OR,Oregon,Nutrition,Disparities/Equity,Community,Nutrition,Dead,H2924,3,,
2010,OH,Ohio,Nutrition,Point of Purchase Promotion,Community,"Women, Infants and Children (WIC) Program",Enacted,R16154,1,1/1/2010 0:00,
2012,MS,Mississippi,Nutrition,Nutrition Standards,Community,An Act Relating to Healthy Food Procurement<br>,Dead,S2704,3,1/1/2012 0:00,
2011,MI,Michigan,Nutrition,Access to Healthy Foods,Community,Commercial Rehabilitation Act,Enacted,H4759,1,1/1/2011 0:00,
2009,MN,Minnesota,Obesity,Appropriations,School/After School,Education,Dead,H3115,3,,
2010,MA,Massachusetts,Obesity,Appropriations,Medical and/or Hospital,Fiscal Year 2011 Budget,Enacted,H4800,1,1/1/2010 0:00,
2011,NC,North Carolina,Physical Activity,Physical Education Requirements,Early Care and Education,Childhood Obesity Legislative Task Force,Dead,H218,3,,
2010,WA,Washington,Nutrition,Farmers Markets,Community,Property Tax Exemption,Dead,S6653,3,,
2012,IN,Indiana,Nutrition,Nutrition Standards,School/After School,Elimination of Trans Fat in School Food<br>,Dead,S357,3,1/1/2012 0:00,
2009,OK,Oklahoma,Nutrition,Incentives,Community,Revenue And Taxation,Dead,H2034,3,,
2010,LA,Louisiana,Nutrition,Farm Direct Foods,Community,Rural Development,Enacted,HCR173,1,1/1/2010 0:00,
2003,PA,Pennsylvania,Nutrition,Access to Healthy Foods,Community,House Resolution<br>,Enacted,HR13,1,1/1/2003 0:00,
2011,RI,Rhode Island,Obesity,Disparities/Equity,Community,State Affairs and Government,Enacted,H5633,1,1/1/2011 0:00,
2011,WV,West Virginia,Physical Activity,Built Environment and Street-Scale Design,Community,Child Safety,Dead,HCR156,3,,
2009,LA,Louisiana,Nutrition,Incentives,School/After School,Physical Activity,Enacted,H400,1,1/1/2009 0:00,
2013,RI,Rhode Island,Obesity,TV/Screen Viewing,Early Care and Education,School-Aged Child Care Program,Enacted,5261,1,10/22/2013 0:00,
2010,VA,Virginia,Nutrition,Medical Care,Community,Traffic Lights,Dead,H752,3,,
2011,NY,New York,Nutrition,Medical Care,Community,Executive Law,Dead,S1044,3,,
2009,MA,Massachusetts,Nutrition,Appropriations,School/After School,Promote Healthy School Meals,Dead,SD1639,3,,
2011,MA,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Quincy Highway Improvements,Dead,H897,3,,
2007,NC,North Carolina,Nutrition,Liability and Indemnity,School/After School,2007 Appropriation Act,Enacted,H1473,1,1/1/2007 0:00,
2009,MN,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation,Dead,S3169,3,,
2011,MT,Montana,Nutrition,Disparities/Equity,Community,Recommendations on Reducing Childhood Hunger,Dead,D1088,3,,
2009,MA,Massachusetts,Nutrition,Sodium,School/After School,Transportation System Modernization,Enacted,S2087,1,1/1/2009 0:00,
2009,KY,Kentucky,Obesity,Appropriations,School/After School,Physical Activity,Dead,BR41,3,,
2009,MA,Massachusetts,Obesity,Appropriations,School/After School,Transportation System Modernization,Dead,S2024,3,,
2010,HI,Hawaii,Physical Activity,Bicycling,Community,Parking in Bicycle Paths,Dead,HCR257,3,,
2010,MD,Maryland,Physical Activity,Task Forces/Councils,Community,Health Improvement and Disease Prevention Act,Dead,S851,3,,
2011,CA,California,Nutrition,Food Security,Community,Food Banks: Grants: Contributions: Income Tax Credits,Dead,A152,3,,
2004,CT,Connecticut,Nutrition,Food Security,Community,An Act Making Appropriations<br>,Enacted,H5692,1,1/1/2004 0:00,
2010,NJ,New Jersey,Nutrition,Fruits and Vegetables,Community,State Budget,Dead,A3000,3,,
2011,TX,Texas,Obesity,Appropriations,Restaurant/Retail,Programs to Improve Health of Public School Students,Dead,HJR9,3,,
2011,TX,Texas,Obesity,Appropriations,Community,Sweetened Beverages Tax,Dead,H2213,3,,
